CHEM 101,0,0
PL PATH 154,0,0
ENVIR ST 205,0,0
ENTOM 205,0,0
BOTANY 403,0,0
SOIL SCI 430,0,0
BIOCORE 181,0,0
ENVIR ST 100,0,0
CHEM 102,0,0
ZOOLOGY 154,0,0
PSYCH 603,0,0
ENVIR ST 413,0,0
NEURODPT 675,4.0,1.5
GEOG 523,3.772727272727273,1.9761904761904763
GEOSCI 557,3.75,2.0454545454545454
ZOOLOGY 101,2.5281324820430964,2.5268720709941173
BIOLOGY 101,2.5281324820430964,2.5268720709941173
PHYSICS 603,3.9722222222222223,2.5535714285714284
SOIL SCI 250,3.5,2.5789473684210527
ASTRON 236,2.8585858585858586,2.596330275229358
ENVIR ST 335,3.2282608695652173,2.6517857142857144
GEOSCI 335,3.2282608695652173,2.6517857142857144
ATM OCN 335,3.2282608695652173,2.6517857142857144
GEOG 335,3.2282608695652173,2.6517857142857144
E M A 201,2.6570935902009754,2.6539375222710535
ZOOLOGY 153,2.703042328042328,2.685282522996058
E M A 542,2.7385159010600706,2.6909722222222223
F W ECOL 318,2.7317961165048543,2.699040767386091
ATM OCN 141,4.0,2.7096774193548385
KINES 100,2.7345049130763415,2.7242093373493974
E M A 521,2.782758620689655,2.7355932203389832
E M A 202,2.7530457688508396,2.744010502133246
CHEM 343,2.7462932827049995,2.7450524127959515
CHEM 341,2.761705685618729,2.74639689578714
GENETICS 466,2.763058419243986,2.758319039451115
ENVIR ST 355,3.486842105263158,2.7604166666666665
ATM OCN 355,3.486842105263158,2.7604166666666665
ANAT PHY 235,3.0988372093023258,2.7760416666666665
GEOSCI 109,2.9285714285714284,2.7760416666666665
ATM OCN 310,2.879432624113475,2.780821917808219
ANAT PHY 335,2.817612380250553,2.7970007315288954
CHEM 345,2.8061460681001402,2.8044378157910756
N E 536,3.5384615384615383,2.816326530612245
E M A 303,2.832088158386253,2.8215481950130257
GEOSCI 110,2.8348158874637983,2.828963666391412
LAND ARC 668,3.661764705882353,2.8295454545454546
PSYCH 449,2.84885993485342,2.83042071197411
ANTHRO 303,2.9901477832512313,2.8497652582159625
ZOOLOGY 151,2.8601025352903995,2.8580953049336797
BOTANY 151,2.8601025352903995,2.8580953049336797
BIOLOGY 151,2.8601025352903995,2.8580953049336797
ASTRON 170,3.3620689655172415,2.8676470588235294
CHEM 561,2.8985365853658536,2.8705314009661835
BIOLOGY 130,2.8841255401410053,2.877581120943953
BOTANY 130,2.8841255401410053,2.877581120943953
ATM OCN 452,2.9959016393442623,2.877952755905512
NUTR SCI 132,2.886670204767591,2.885394102824809
ENVIR ST 315,2.8990406578346275,2.8858572078217373
ZOOLOGY 315,2.8990406578346275,2.8858572078217373
PHYSICS 201,2.8959386852085967,2.8913695171978544
PHYSICS 241,2.9201762977473065,2.8918525703200775
SOIL SCI 301,2.9258639910813824,2.8936052921719955
GEOG 127,2.9193262411347516,2.893673110720562
ENVIR ST 127,2.9193262411347516,2.893673110720562
COMP SCI 425,3.1434426229508197,2.9053030303030303
I SY E 425,3.1434426229508197,2.9053030303030303
MATH 425,3.1434426229508197,2.9053030303030303
GEOSCI 304,2.9953703703703702,2.905688622754491
ATM OCN 330,3.014925373134328,2.906474820143885
PHYSICS 202,2.9115655987795575,2.908792150885883
CHEM 104,2.917456880459942,2.916368114643977
AN SCI 200,2.933794203669237,2.9260143198090693
M E 306,2.935250737463127,2.9266176470588237
GEOSCI 360,2.9855072463768115,2.9323843416370106
G L E 360,2.9855072463768115,2.9323843416370106
CHEM 311,2.9615384615384617,2.9352836879432624
GEOSCI 202,2.982167352537723,2.941813261163735
ENVIR ST 120,2.9517165814463113,2.947410649161196
GEOG 120,2.9517165814463113,2.947410649161196
DY SCI 305,3.030054644808743,2.949468085106383
ATM OCN 100,2.9559946660201235,2.952415546676353
PSYCH 225,2.9602515158320233,2.9536186421689448
MICROBIO 303,2.965504667444574,2.961185551995339
NUTR SCI 332,2.9757617728531858,2.9654934437543132
PHYSICS 321,3.0372596153846154,2.965962441314554
FOOD SCI 410,3.013953488372093,2.96793893129771
CHEM 562,2.9827334630350193,2.968296224588577
HORT 501,3.090551181102362,2.9734848484848486
AGRONOMY 501,3.090551181102362,2.9734848484848486
DY SCI 414,3.074433656957929,2.9780564263322886
AN SCI 414,3.074433656957929,2.9780564263322886
BOTANY 410,2.9901368760064413,2.9781475541299116
ZOOLOGY 410,2.9901368760064413,2.9781475541299116
ANTHRO 410,2.9901368760064413,2.9781475541299116
CHEM 103,2.979553327512885,2.978714418447504
ATM OCN 637,3.6904761904761907,2.980769230769231
F W ECOL 110,3.0003176620076237,2.9813762626262625
MICROBIO 325,3.007598784194529,2.984917043740573
FOOD SCI 325,3.007598784194529,2.984917043740573
GEOSCI 106,2.998164878599661,2.989724099099099
ENVIR ST 106,2.998164878599661,2.989724099099099
GENETICS 565,3.036096256684492,2.996042216358839
MD GENET 565,3.036096256684492,2.996042216358839
F W ECOL 401,3.0584905660377357,3.001851851851852
E C E 352,3.0108404710920773,3.002802989855846
COMP SCI 352,3.0108404710920773,3.002802989855846
BIOCHEM 507,3.022527279127068,3.0119256401262713
ASTRON 103,3.0227855153203342,3.0194212576516417
MICROBIO 101,3.0300532589398936,3.0262158054711246
FOOD SCI 440,3.0940919037199124,3.0278372591006426
PHYSICS 103,3.031033752294874,3.0288950042337004
ASTRON 104,3.0449034575662326,3.031291908806437
HORT 370,3.093814432989691,3.0313131313131314
ASTRON 310,3.11731843575419,3.032608695652174
CHEM 327,3.050286722540803,3.036890645586298
GEOSCI 100,3.054503367003367,3.050224152423648
MICROBIO 470,3.0773651635720602,3.0503943908851885
GENETICS 527,3.9285714285714284,3.0555555555555554
BOTANY 240,3.079586009992862,3.057760453579022
BIOCORE 485,3.1206896551724137,3.058648111332008
CHEM 565,3.077590741714887,3.0614861329147045
PHYSICS 104,3.067560416299171,3.0648572435671486
ANAT PHY 337,3.097007722007722,3.067399617590822
PHYSICS 207,3.074940595869128,3.0693304141580002
BOTANY 260,3.0785213167835943,3.0702368137782563
ENVIR ST 260,3.0785213167835943,3.0702368137782563
ZOOLOGY 260,3.0785213167835943,3.0702368137782563
PHYSICS 322,3.0987025023169603,3.0702479338842976
ZOOLOGY 152,3.0815703535425243,3.0793842224744608
BOTANY 152,3.0815703535425243,3.0793842224744608
BIOLOGY 152,3.0815703535425243,3.0793842224744608
ZOOLOGY 570,3.09445727482679,3.0802298850574714
ZOOLOGY 603,3.1536643026004727,3.0808314087759814
PHYSICS 448,3.1333878887070377,3.0829307568438002
PHYSICS 208,3.090603399962638,3.084840574305426
BIOCHEM 501,3.0876650011186517,3.0853640360682615
ATM OCN 575,3.4695121951219514,3.092391304347826
ANAT PHY 338,3.1508226691042047,3.094254937163375
PHYSICS 311,3.128903122497998,3.104050833995234
ASTRON 200,3.4655172413793105,3.1082474226804124
F W ECOL 548,3.1541717049576783,3.1164874551971327
SURG SCI 548,3.1541717049576783,3.1164874551971327
BOTANY 460,3.130443974630021,3.1172631578947367
F W ECOL 460,3.130443974630021,3.1172631578947367
ZOOLOGY 460,3.130443974630021,3.1172631578947367
CIV ENGR 631,3.4565217391304346,3.1176470588235294
M ENVTOX 631,3.4565217391304346,3.1176470588235294
SOIL SCI 631,3.4565217391304346,3.1176470588235294
PHYSICS 415,3.1603053435114505,3.120603015075377
ENTOM 351,3.192982456140351,3.124463519313305
ZOOLOGY 430,3.1561895551257253,3.1259578544061304
PHYSICS 531,3.2323717948717947,3.1319875776397517
PHYSICS 545,3.45959595959596,3.1422018348623855
CHEM 329,3.154787234042553,3.1436395759717315
PHYSICS 247,3.1820843091334896,3.1452546296296298
NUTR SCI 631,3.1929032258064516,3.152229299363057
NEURODPT 610,3.216904276985743,3.1526946107784433
NTP 610,3.216904276985743,3.1526946107784433
CHEM 547,3.2216157205240177,3.1527777777777777
MICROBIO 526,3.185504745470233,3.158254918733961
ATM OCN 101,3.1728151075977165,3.1589418452120683
MICROBIO 450,3.195959595959596,3.164
AGRONOMY 100,3.2058047493403694,3.1640625
GEOG 370,3.189274447949527,3.164319248826291
N E 305,3.228712871287129,3.166019417475728
MICROBIO 324,3.2447013487475913,3.183364839319471
FOOD SCI 324,3.2447013487475913,3.183364839319471
BIOCHEM 601,3.2281045751633988,3.186451612903226
GEOSCI 331,3.1934398654331373,3.1867394041124633
CHEM 344,3.190662493479395,3.187890896455872
PHYSICS 249,3.2546583850931676,3.1886409736308314
CHEM 346,3.288922155688623,3.193313953488372
ATM OCN 425,3.3333333333333335,3.195020746887967
BIOCORE 381,3.25591985428051,3.197674418604651
BIOCHEM 510,3.2206601466992666,3.201093560145808
NUTR SCI 510,3.2206601466992666,3.201093560145808
CS D 201,3.2182596291012837,3.2030288689067676
BIOCHEM 630,3.246083550913838,3.2042525773195876
PHMCOL-M 630,3.246083550913838,3.2042525773195876
ZOOLOGY 630,3.246083550913838,3.2042525773195876
PL PATH 640,3.2622061482820977,3.2042628774422734
ONCOLOGY 640,3.2622061482820977,3.2042628774422734
M M   I 301,3.2477064220183487,3.205692108667529
HORT 120,3.241025641025641,3.2081218274111674
COMP SCI 552,3.2349598930481283,3.2134794156706508
E C E 552,3.2349598930481283,3.2134794156706508
GENETICS 520,3.5591397849462365,3.2135922330097086
BOTANY 300,3.3105413105413106,3.218836565096953
ENVIR ST 377,3.2413563829787235,3.2199471598414795
CIV ENGR 377,3.2413563829787235,3.2199471598414795
GEOG 377,3.2413563829787235,3.2199471598414795
HORT 320,3.3321917808219177,3.2218543046357615
MICROBIO 304,3.233316287394528,3.2250701351695996
CHEM 342,3.2955010224948875,3.229458917835671
CHEM 109,3.237273727372737,3.2340393645718852
CHEM 661,3.381818181818182,3.234782608695652
GEOG 579,3.3703703703703702,3.2371541501976284
ENTOM 302,3.2649164677804294,3.2391475927387527
ZOOLOGY 302,3.2649164677804294,3.2391475927387527
COMP SCI 576,3.2952622673434857,3.2404326123128118
B M I 576,3.2952622673434857,3.2404326123128118
CHEM 624,3.4390243902439024,3.2413793103448274
F W ECOL 455,3.33160621761658,3.2474747474747474
BOTANY 455,3.33160621761658,3.2474747474747474
BIOCORE 382,3.318825910931174,3.2529761904761907
AN SCI 434,3.2897350993377485,3.25382096069869
DY SCI 434,3.2897350993377485,3.25382096069869
ANTHRO 105,3.259328069360582,3.2542896892873707
PL PATH 517,3.6488095238095237,3.2606382978723403
NAV SCI 301,3.564814814814815,3.26271186440678
BOTANY 265,3.6772151898734178,3.264044943820225
F W ECOL 561,3.3521505376344085,3.264397905759162
PL PATH 300,3.305589307411908,3.265906362545018
N E 427,3.336864406779661,3.267634854771784
PL PATH 123,3.2819201583635764,3.271127918447879
BOTANY 123,3.2819201583635764,3.271127918447879
BOTANY 400,3.32960413080895,3.27326565143824
PHYSICS 109,3.2788350157206687,3.2734181397654054
DY SCI 101,3.2957377049180328,3.2742671009771986
AN SCI 101,3.2957377049180328,3.2742671009771986
ENVIR ST 367,3.3026954177897574,3.2849865951742627
BSE 367,3.3026954177897574,3.2849865951742627
GENETICS 612,3.3427620632279536,3.2880523731587563
MICROBIO 612,3.3427620632279536,3.2880523731587563
BIOCHEM 612,3.3427620632279536,3.2880523731587563
COMP SCI 564,3.302354920100925,3.2885259631490786
ENVIR ST 360,3.3004207204838285,3.291765014424338
F W ECOL 360,3.3004207204838285,3.291765014424338
ZOOLOGY 360,3.3004207204838285,3.291765014424338
CHEM 564,3.3755506607929515,3.302801724137931
E M A 405,3.3499384993849937,3.3092345078979344
GEOG 170,3.318215985968429,3.3099225193701574
ATM OCN 140,3.376172607879925,3.3139963167587476
GEOSCI 140,3.376172607879925,3.3139963167587476
PHYSICS 525,3.3897216274089934,3.3186582809224316
N E 525,3.3897216274089934,3.3186582809224316
E C E 525,3.3897216274089934,3.3186582809224316
GEOSCI 411,3.342937456078707,3.319609211444522
ENVIR ST 411,3.342937456078707,3.319609211444522
CHEM 563,3.3427710843373495,3.3227544910179643
CHEM 641,3.409090909090909,3.327338129496403
PHYSICS 107,3.3584752635847526,3.331456154465004
F W ECOL 660,3.56551724137931,3.335483870967742
ZOOLOGY 660,3.56551724137931,3.335483870967742
E M A 547,3.3977900552486187,3.336347197106691
E P 547,3.3977900552486187,3.336347197106691
BOTANY 402,3.430167597765363,3.3369565217391304
F W ECOL 402,3.430167597765363,3.3369565217391304
PSYCH 523,3.347372929754426,3.337841685649203
ZOOLOGY 523,3.347372929754426,3.337841685649203
ONCOLOGY 401,3.3847203274215554,3.339165545087483
PHYSICS 115,3.3549671977507027,3.3393190298507465
GENETICS 133,3.383199079401611,3.3447098976109215
MICROBIO 527,3.3821052631578947,3.346875
BIOCHEM 645,3.823943661971831,3.3518518518518516
NUTR SCI 645,3.823943661971831,3.3518518518518516
KINES 618,3.771604938271605,3.357142857142857
BIOLOGY 522,3.7650602409638556,3.360215053763441
GENETICS 522,3.7650602409638556,3.360215053763441
KINES 314,3.389344262295082,3.366350067842605
BIOCHEM 551,3.415989159891599,3.370320855614973
PATH-BIO 210,3.404637247569185,3.3793615441722347
PATH 210,3.404637247569185,3.3793615441722347
ZOOLOGY 102,3.3829076798122912,3.379857542151294
BIOLOGY 102,3.3829076798122912,3.379857542151294
SOIL SCI 323,3.5113636363636362,3.383211678832117
PL PATH 323,3.5113636363636362,3.383211678832117
CHEM 625,3.685840707964602,3.386178861788618
GEOSCI 117,3.4635761589403975,3.388768898488121
CS D 202,3.411591355599214,3.3949169110459434
PL PATH 311,3.6717557251908395,3.4113475177304964
PHMCOL-M 625,3.4975961538461537,3.415492957746479
PHM SCI 625,3.4975961538461537,3.415492957746479
ONCOLOGY 625,3.4975961538461537,3.415492957746479
M ENVTOX 625,3.4975961538461537,3.415492957746479
POP HLTH 625,3.4975961538461537,3.415492957746479
NUTR SCI 600,3.9461538461538463,3.42
F W ECOL 415,3.585714285714286,3.422727272727273
F W ECOL 100,3.4610591900311527,3.4254881808838644
E C E 533,3.503921568627451,3.4365384615384613
COMP SCI 533,3.503921568627451,3.4365384615384613
CHEM 621,3.5731225296442686,3.4372623574144487
ANTHRO 668,3.705426356589147,3.4388489208633093
ENVIR ST 171,3.47812166488794,3.4413938753959874
ATM OCN 171,3.47812166488794,3.4413938753959874
AGRONOMY 532,3.733050847457627,3.44140625
ATM OCN 532,3.733050847457627,3.44140625
SOIL SCI 532,3.733050847457627,3.44140625
PHYSICS 625,3.588709677419355,3.449612403100775
ENTOM 103,3.578181818181818,3.4526315789473685
ENVIR ST 103,3.578181818181818,3.4526315789473685
AGROECOL 103,3.578181818181818,3.4526315789473685
AGRONOMY 103,3.578181818181818,3.4526315789473685
C E SOC 103,3.578181818181818,3.4526315789473685
COMP SCI 532,3.514797507788162,3.460889570552147
E C E 532,3.514797507788162,3.460889570552147
M E 532,3.514797507788162,3.460889570552147
F W ECOL 551,3.8841463414634148,3.4619565217391304
KINES 361,3.495085995085995,3.466693744922827
GEOG 338,3.572649572649573,3.473684210526316
BOTANY 338,3.572649572649573,3.473684210526316
GEOG 575,3.588235294117647,3.4804804804804803
ZOOLOGY 316,3.525277435265105,3.482338611449452
INTL ST 535,3.6458333333333335,3.5127737226277373
GEN WS 535,3.6458333333333335,3.5127737226277373
NTP 629,3.634105960264901,3.5176282051282053
NEURODPT 629,3.634105960264901,3.5176282051282053
GEOG 572,3.622448979591837,3.5198300283286117
CHEM 115,3.6060240963855423,3.521176470588235
F W ECOL 550,3.5660714285714286,3.5241176470588234
STAT 610,3.592982456140351,3.5310344827586206
POP HLTH 502,3.5570342205323193,3.5346347607052895
ENVIR ST 502,3.5570342205323193,3.5346347607052895
ILS 126,3.566286215978929,3.535248041775457
ENVIR ST 126,3.566286215978929,3.535248041775457
ZOOLOGY 555,3.7402234636871508,3.5423280423280423
ZOOLOGY 400,3.5940959409594098,3.5504252733900366
BMOLCHEM 504,3.6203071672354947,3.559563758389262
BOTANY 474,3.645374449339207,3.5668103448275863
AMER IND 474,3.645374449339207,3.5668103448275863
ANTHRO 474,3.645374449339207,3.5668103448275863
GEN WS 530,3.748743718592965,3.569377990430622
MICROBIO 102,3.579313164349959,3.5695841261212284
PHYSICS 551,3.676041666666667,3.6010204081632655
ZOOLOGY 299,4.0,3.603960396039604
I SY E 349,3.6238630283574103,3.60457690260777
PSYCH 349,3.6238630283574103,3.60457690260777
ENVIR ST 201,3.6167929292929295,3.605412208936438
ENTOM 201,3.6167929292929295,3.605412208936438
BOTANY 330,3.8054054054054056,3.6102564102564103
CHEM 630,3.7181008902077153,3.610951008645533
BIOCORE 486,3.7819383259911894,3.6223628691983123
PHYSICS 307,3.6690058479532164,3.6265895953757226
PL PATH 375,3.7267637178051514,3.6854928017718716
BMOLCHEM 675,3.9411764705882355,3.6993865030674846
MD GENET 677,3.766349583828775,3.7220916568742655
GENETICS 677,3.766349583828775,3.7220916568742655
BOTANY 575,3.84185303514377,3.722910216718266
M M   I 677,3.943298969072165,3.75
INTEGSCI 100,3.8207705192629815,3.757825370675453
BIOCHEM 104,3.928888888888889,3.7617021276595746
INTER-LS 101,3.894278606965174,3.799757281553398
ENVIR ST 600,3.852681851579721,3.824580598103574
MICROBIO 305,3.918640576725026,3.8786952089704383
ZOOLOGY 500,3.9392592592592592,3.8817518248175182
MEDICINE 625,4.0,3.96
